Name_of_image,statua,x1,y1,x2,y2,x3,y3,x4,y4,vxx1,vxy1,vxx2,vxy2,vxx3,vxy3,vxx4,vxy4,vyx1,vyy1,vyx2,vyy2,vyx3,vyy3,vyx4,vyy4
color_0029.png,V,560,130,556,218,667,220,780,216,32,0,33,0,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0030.png,V,560,130,556,218,667,220,780,216,32,0,33,0,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0031.png,V,560,130,556,218,667,220,780,216,32,0,33,0,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0032.png,V,560,130,556,218,667,220,780,216,32,0,33,0,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0033.png,V,560,130,556,218,667,220,780,216,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0034.png,V,560,130,556,218,667,220,780,216,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0035.png,V,560,130,556,219,667,220,780,216,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0036.png,V,560,130,556,219,667,220,780,216,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0037.png,V,560,130,556,219,667,220,780,216,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0038.png,V,560,130,556,219,667,220,781,217,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-2,-27,-3,-27
color_0039.png,V,561,130,557,219,668,221,781,217,32,0,33,0,33,-1,33,-1,0,-24,0,-27,-2,-27,-3,-27
color_0040.png,V,561,130,557,219,668,221,781,217,32,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-27
color_0041.png,V,561,130,557,219,668,221,781,217,32,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-27
color_0042.png,V,562,131,558,219,669,221,782,217,32,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-27
color_0043.png,V,562,131,558,220,669,221,782,218,32,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-27
color_0044.png,V,562,131,558,220,669,222,782,218,32,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0045.png,V,563,131,559,220,670,222,783,218,32,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0046.png,V,563,132,559,220,670,222,783,218,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0047.png,V,563,132,560,220,670,222,783,219,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0048.png,V,564,132,560,221,671,223,784,219,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0049.png,V,565,132,561,221,671,223,784,219,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0050.png,V,565,133,561,221,672,223,785,220,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0051.png,V,566,134,562,222,672,224,785,221,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0052.png,V,566,135,563,224,673,226,786,222,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0053.png,V,567,136,563,227,674,228,787,224,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0054.png,V,568,137,564,230,675,231,788,226,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0055.png,V,569,139,565,231,675,233,789,228,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0056.png,V,569,141,565,233,676,234,789,229,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-26,-3,-26
color_0057.png,V,569,142,565,233,676,234,789,230,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-26,-3,-26
color_0058.png,V,570,143,566,233,676,234,789,230,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-26,-3,-26
color_0059.png,V,569,144,566,232,676,233,788,229,31,0,33,0,33,-1,33,0,0,-24,0,-27,-2,-26,-3,-26
color_0060.png,V,569,144,566,231,676,232,788,228,31,0,33,0,33,0,33,0,0,-24,0,-27,-2,-26,-3,-26
color_0061.png,V,569,144,565,229,676,231,788,227,31,0,33,0,33,0,33,0,0,-24,0,-27,-2,-26,-3,-26
color_0062.png,V,569,143,565,227,676,229,787,226,31,0,33,0,33,0,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0063.png,V,569,141,565,225,676,227,787,224,31,0,33,0,33,0,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0064.png,V,569,140,565,222,676,225,787,221,31,0,33,0,33,0,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0065.png,V,568,137,565,218,675,222,786,219,31,0,33,0,33,0,33,0,0,-24,0,-27,-2,-27,-3,-26
color_0066.png,V,568,135,565,215,675,219,786,216,31,0,33,0,33,0,33,0,0,-24,0,-27,-1,-27,-3,-26
color_0067.png,V,568,132,564,211,675,215,786,213,31,0,33,0,33,0,33,0,0,-24,0,-27,-1,-27,-3,-27
color_0068.png,V,568,128,564,207,675,212,786,210,32,0,33,0,33,0,33,0,0,-24,0,-27,-1,-27,-3,-27
color_0069.png,V,568,125,564,203,675,208,785,207,32,0,33,1,33,0,33,0,0,-24,0,-27,-1,-27,-3,-27
color_0070.png,V,568,121,563,199,674,205,785,203,32,1,33,1,33,0,33,0,1,-24,0,-27,-1,-27,-3,-27
color_0071.png,V,568,117,563,195,674,201,785,200,32,1,33,1,33,0,33,0,1,-24,1,-27,-1,-27,-3,-27
color_0072.png,V,567,113,563,191,674,197,785,196,32,1,33,1,33,0,33,0,1,-24,1,-27,-1,-27,-3,-27
color_0073.png,V,567,109,562,186,673,193,784,193,32,1,33,1,33,1,33,0,1,-24,1,-27,-1,-27,-2,-27
color_0074.png,V,567,105,562,182,673,189,784,189,32,1,33,1,33,1,33,1,1,-24,1,-27,-1,-27,-2,-27
color_0075.png,V,566,101,561,178,673,185,784,185,32,1,33,1,33,1,33,1,1,-25,1,-27,-1,-27,-2,-27
color_0076.png,V,566,96,561,173,672,180,783,181,32,1,33,1,33,1,33,1,1,-25,1,-27,-1,-27,-2,-27
color_0077.png,V,566,92,560,168,672,176,783,177,32,1,34,1,33,1,33,1,1,-25,1,-27,-1,-27,-2,-27
color_0078.png,V,566,87,560,164,672,172,783,173,32,1,34,1,33,1,33,1,1,-25,1,-27,-1,-27,-2,-27
color_0079.png,I,565,83,559,160,671,168,783,170,32,1,34,1,33,1,33,1,1,-25,1,-27,0,-27,-2,-27
color_0080.png,I,565,78,559,155,671,164,782,166,32,1,34,1,33,1,33,1,1,-25,1,-28,0,-28,-2,-27
color_0081.png,I,565,73,558,151,670,160,782,162,32,1,34,2,34,1,33,1,1,-25,1,-28,0,-28,-2,-28
color_0082.png,I,564,69,558,147,670,156,782,159,32,2,34,2,34,1,33,1,1,-25,1,-28,0,-28,-2,-28
color_0083.png,I,564,65,557,143,669,153,782,156,32,2,34,2,34,1,33,1,1,-25,1,-28,0,-28,-2,-28
color_0084.png,V,564,61,557,140,669,149,781,152,32,2,34,2,34,1,33,1,1,-25,1,-28,0,-28,-2,-28
color_0085.png,V,563,56,556,136,669,146,781,149,32,2,34,2,34,1,33,1,1,-25,1,-28,0,-28,-1,-28
color_0086.png,V,563,53,555,133,668,143,781,146,33,2,34,2,34,2,33,1,1,-25,1,-28,0,-28,-1,-28
color_0087.png,V,563,49,555,130,668,140,781,143,33,2,34,2,34,2,33,1,1,-25,1,-28,0,-28,-1,-28
color_0088.png,V,562,45,554,127,667,137,780,141,33,2,34,2,34,2,33,2,1,-25,1,-28,0,-28,-1,-28
color_0089.png,V,562,42,554,124,667,135,780,139,33,2,34,2,34,2,33,2,1,-25,1,-28,0,-28,-1,-28
color_0090.png,V,562,39,554,122,667,133,780,136,33,2,34,2,34,2,33,2,1,-25,1,-28,0,-28,-1,-28
color_0091.png,V,562,36,553,120,666,131,780,135,33,2,34,2,34,2,33,2,1,-25,2,-28,0,-28,-1,-28
color_0092.png,V,562,33,553,119,666,129,780,133,33,2,34,2,34,2,33,2,1,-25,2,-28,0,-28,-1,-28
color_0093.png,V,562,31,553,118,666,128,781,132,33,2,34,2,34,2,33,2,1,-25,2,-28,0,-28,-1,-28
color_0094.png,V,562,30,553,117,667,128,781,132,33,2,34,2,34,2,33,2,1,-25,2,-28,0,-28,-1,-28
color_0095.png,V,562,28,553,117,667,127,781,131,33,2,34,2,34,2,33,2,1,-25,2,-28,0,-28,-1,-28
color_0096.png,V,563,27,554,117,667,127,782,131,33,2,34,2,34,2,33,2,1,-25,2,-28,0,-28,-1,-28
color_0097.png,V,563,27,554,118,667,128,783,132,33,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0098.png,V,564,27,554,119,668,129,783,133,33,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0099.png,V,564,27,555,120,668,130,784,134,33,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0100.png,V,565,28,555,123,669,132,785,136,33,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0101.png,V,566,29,556,126,670,135,786,138,33,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0102.png,V,566,31,557,128,670,137,786,140,33,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0103.png,V,567,32,557,130,670,139,787,141,32,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0104.png,V,567,34,557,131,671,140,787,142,32,2,34,2,34,2,33,2,1,-26,2,-28,0,-28,-1,-28
color_0105.png,V,567,35,557,130,671,140,786,142,32,2,34,2,34,2,33,1,1,-26,2,-28,0,-28,-1,-28
color_0106.png,V,567,37,557,130,671,140,786,142,33,2,34,2,34,2,33,1,1,-26,2,-28,0,-28,-1,-28
color_0107.png,V,566,38,557,131,670,140,786,143,33,2,34,2,34,2,33,1,1,-26,2,-28,0,-28,-1,-28
color_0108.png,V,566,38,557,131,670,140,786,143,33,2,34,2,34,2,33,1,1,-26,2,-28,0,-28,-1,-28
color_0109.png,V,566,38,557,131,670,140,786,143,33,2,34,2,34,2,33,1,1,-26,2,-28,0,-28,-1,-28
color_0110.png,V,566,38,557,131,670,140,785,143,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0111.png,V,566,39,556,131,670,140,785,143,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0112.png,V,565,39,556,131,670,140,785,143,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0113.png,V,565,39,556,131,670,140,785,142,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0114.png,V,565,39,556,132,669,140,785,142,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0115.png,V,565,39,556,132,669,140,785,142,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0116.png,V,564,39,555,132,669,141,785,142,33,2,34,2,34,2,34,1,1,-26,1,-28,0,-28,-1,-28
color_0117.png,V,564,40,555,132,669,141,784,142,33,2,34,2,34,1,34,1,1,-26,1,-28,0,-28,-1,-28
color_0118.png,V,563,40,554,132,668,140,784,142,33,2,34,2,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0119.png,V,562,40,553,132,667,140,783,142,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0120.png,V,561,40,552,132,666,140,782,141,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0121.png,V,560,40,552,132,666,140,782,141,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0122.png,V,559,39,551,132,665,140,781,141,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0123.png,V,559,39,551,132,665,139,781,140,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0124.png,V,559,39,551,132,665,139,781,139,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0125.png,V,559,39,551,132,666,139,782,139,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0126.png,V,560,39,552,132,666,139,782,139,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0127.png,V,560,39,553,132,667,138,783,138,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0128.png,V,561,39,553,132,667,138,784,138,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0129.png,V,561,40,554,132,668,139,784,138,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0130.png,V,562,40,554,133,668,139,785,138,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0131.png,V,562,41,555,134,669,140,785,139,33,1,34,1,34,1,34,1,1,-26,1,-28,0,-28,-2,-28
color_0132.png,V,562,42,555,135,669,140,785,139,33,1,34,1,34,1,34,0,1,-26,1,-28,0,-28,-2,-28
color_0133.png,V,562,44,556,136,669,142,786,140,33,1,34,1,34,1,34,0,1,-26,1,-28,0,-28,-2,-28
color_0134.png,V,562,45,556,138,669,143,786,142,33,1,34,1,34,1,34,0,1,-26,1,-28,0,-28,-2,-28
color_0135.png,V,562,48,556,140,669,145,785,143,33,1,34,1,34,1,33,0,1,-25,1,-28,0,-28,-2,-28
color_0136.png,V,562,50,556,142,669,147,785,145,33,0,34,0,34,1,33,0,1,-25,1,-28,-1,-28,-2,-28
color_0137.png,V,561,53,556,144,668,149,784,147,33,0,34,0,34,0,33,0,1,-25,1,-28,-1,-28,-2,-28
color_0138.png,V,561,56,555,147,668,152,784,150,32,0,34,0,34,0,33,0,1,-25,1,-28,-1,-28,-2,-28
color_0139.png,V,560,59,555,151,667,155,783,152,32,0,34,0,33,0,33,0,1,-25,1,-28,-1,-27,-2,-27
color_0140.png,V,559,63,555,154,667,158,782,155,32,0,34,0,33,0,33,0,1,-25,1,-28,-1,-27,-2,-27
color_0141.png,V,559,66,555,157,666,160,782,157,32,0,34,0,33,0,33,0,1,-25,1,-27,-1,-27,-2,-27
color_0142.png,V,559,69,555,160,666,163,781,160,32,0,34,0,33,0,33,0,0,-25,1,-27,-1,-27,-3,-27
color_0143.png,V,558,72,554,163,666,166,780,162,32,0,33,0,33,0,33,0,0,-25,1,-27,-1,-27,-3,-27
color_0144.png,I,558,76,554,166,665,168,780,165,32,0,33,0,33,0,33,0,0,-25,1,-27,-1,-27,-3,-27
color_0145.png,V,557,79,554,169,664,171,779,167,32,0,33,0,33,0,33,0,0,-25,1,-27,-1,-27,-3,-27
color_0146.png,V,556,83,554,172,664,175,778,170,32,0,33,0,33,0,33,0,0,-25,1,-27,-1,-27,-3,-27
color_0147.png,V,556,87,553,176,664,178,777,174,32,0,33,0,33,0,33,-1,0,-25,0,-27,-1,-27,-3,-27
color_0148.png,V,556,91,553,180,663,182,777,177,32,0,33,0,33,0,33,-1,0,-25,0,-27,-1,-27,-3,-27
color_0149.png,V,556,94,553,183,663,185,776,180,32,-1,33,-1,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0150.png,V,555,98,553,187,662,189,776,183,31,-1,33,-1,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0151.png,V,555,102,553,190,662,192,775,187,31,-1,33,-1,33,0,33,-1,0,-24,0,-27,-1,-27,-3,-27
color_0152.png,I,554,106,553,194,662,196,774,191,31,-1,33,-1,33,0,32,-1,0,-24,0,-27,-1,-26,-3,-27
color_0153.png,I,554,110,552,198,661,200,774,194,31,-1,33,-1,33,0,32,-1,0,-24,0,-27,-1,-26,-3,-27
color_0154.png,I,554,114,552,202,661,204,773,198,31,-1,33,-1,33,0,32,-1,0,-24,0,-27,-1,-26,-3,-26
color_0155.png,I,553,118,552,206,660,208,772,203,31,0,33,-1,33,0,32,-1,0,-24,0,-27,-1,-26,-3,-26
color_0156.png,V,553,122,552,210,660,211,772,207,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0157.png,V,553,126,551,214,660,216,771,211,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0158.png,V,553,131,551,218,660,220,771,214,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0159.png,V,552,135,551,222,659,224,771,218,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0160.png,V,552,139,551,226,659,228,770,222,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0161.png,V,551,142,550,229,659,231,769,226,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0162.png,I,551,146,550,233,658,234,769,230,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-1,-26,-3,-26
color_0163.png,V,550,148,549,235,658,237,768,233,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-2,-26,-3,-26
color_0164.png,V,550,150,549,237,657,239,768,235,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-2,-26,-3,-26
color_0165.png,V,549,152,548,238,657,240,767,237,31,0,33,-1,32,0,32,-1,0,-24,0,-26,-2,-26,-3,-26
color_0166.png,V,548,152,547,239,656,241,766,238,31,0,33,0,33,0,32,-1,0,-24,0,-26,-2,-26,-3,-26
color_0167.png,V,546,153,545,239,655,241,765,238,31,0,33,0,33,0,32,-1,0,-24,0,-26,-2,-26,-3,-26
color_0168.png,I,545,152,544,239,654,241,764,238,31,0,33,0,33,0,32,-1,0,-24,0,-26,-2,-26,-4,-26
color_0169.png,V,544,152,543,239,653,241,764,238,31,0,33,0,33,0,32,-1,0,-24,0,-26,-2,-26,-4,-26
color_0170.png,V,544,151,542,238,653,240,763,238,31,0,33,0,33,0,32,-1,0,-24,0,-26,-2,-26,-4,-26
color_0171.png,V,543,150,542,238,653,240,764,238,32,0,34,0,33,0,32,-1,0,-24,0,-27,-2,-26,-4,-26
color_0172.png,I,543,149,541,237,653,239,764,237,32,0,34,0,33,0,32,-1,0,-24,0,-27,-2,-26,-4,-26
color_0173.png,I,543,148,541,237,653,239,765,237,32,0,34,0,33,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0174.png,W,543,148,541,238,654,239,765,238,32,0,34,0,33,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0175.png,V,544,149,542,238,654,240,766,238,32,0,34,0,33,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0176.png,V,544,150,542,239,655,241,767,239,32,0,34,0,33,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0177.png,I,544,152,542,240,655,242,768,240,32,0,34,0,33,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0178.png,V,544,153,542,242,656,243,768,242,32,0,34,0,34,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0179.png,V,544,154,542,242,656,244,769,243,32,0,34,0,34,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0180.png,V,544,155,542,243,656,245,769,244,32,0,34,0,34,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0181.png,I,544,157,542,244,656,246,769,245,32,0,34,0,34,0,33,0,0,-24,0,-27,-2,-26,-4,-26
color_0182.png,I,543,158,542,245,656,247,769,246,32,0,34,0,34,0,33,-1,0,-23,0,-26,-2,-26,-4,-26
color_0183.png,W,542,159,541,246,656,247,769,246,32,0,34,0,34,-1,33,-1,0,-23,0,-26,-2,-26,-4,-26
color_0184.png,W,542,160,541,246,656,248,768,247,32,0,34,0,34,-1,33,-1,0,-23,0,-26,-2,-26,-4,-26
color_0185.png,W,541,160,541,246,656,247,768,247,32,0,34,0,34,-1,33,-1,0,-23,0,-26,-2,-26,-4,-26
color_0186.png,V,541,161,540,246,655,247,768,246,32,0,35,-1,34,-1,33,-1,0,-23,0,-26,-2,-26,-5,-25
color_0187.png,V,540,161,540,246,655,246,768,245,33,0,35,-1,34,-1,33,-1,0,-23,0,-26,-2,-26,-5,-25
color_0188.png,V,540,161,540,246,655,246,769,244,33,0,35,-1,34,-1,33,-1,0,-23,0,-26,-2,-26,-5,-25
color_0189.png,V,539,160,539,245,655,245,769,243,33,0,35,-1,34,-1,33,-1,0,-23,0,-26,-2,-26,-5,-25
color_0190.png,V,539,159,539,243,655,243,769,241,33,-1,35,-1,34,-1,33,-1,0,-23,0,-26,-2,-26,-5,-25
color_0191.png,V,539,158,539,242,655,241,769,239,33,-1,35,-1,34,-1,33,-1,0,-23,0,-26,-2,-26,-5,-25
color_0192.png,V,538,157,539,240,655,240,768,238,33,-1,35,-1,34,-1,34,-1,0,-23,0,-26,-3,-26,-5,-25
color_0193.png,V,538,156,539,239,656,238,768,237,33,-1,35,-1,34,-1,34,-1,0,-23,0,-26,-3,-25,-5,-25
color_0194.png,I,538,154,539,238,656,237,768,235,33,-1,35,-1,34,-1,34,-1,0,-23,-1,-26,-3,-25,-5,-25
color_0195.png,I,538,153,539,236,656,235,768,234,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0196.png,I,538,151,539,234,656,233,768,232,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0197.png,W,538,149,539,232,656,230,769,229,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0198.png,I,538,146,539,229,656,227,769,226,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0199.png,I,538,144,539,226,657,224,770,223,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0200.png,W,537,141,539,223,657,221,769,221,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0201.png,W,537,138,538,221,657,219,769,218,33,-1,35,-1,34,-1,34,-1,0,-22,-1,-26,-3,-25,-5,-25
color_0202.png,W,537,136,538,218,657,216,769,215,33,-1,35,-1,35,-1,34,-2,0,-22,-1,-26,-3,-25,-5,-25
color_0203.png,W,536,133,538,215,657,213,769,212,33,-1,35,-1,35,-1,34,-2,0,-22,-1,-26,-3,-25,-5,-25
color_0204.png,W,536,130,538,213,657,210,769,209,33,-1,35,-1,35,-2,34,-2,0,-22,-1,-26,-3,-25,-5,-25
color_0205.png,W,535,128,537,210,657,207,769,206,33,-1,35,-1,35,-2,34,-2,-1,-22,-1,-26,-3,-25,-5,-25
color_0206.png,W,535,125,537,207,656,204,769,203,33,-1,36,-1,35,-2,34,-2,-1,-22,-1,-26,-3,-25,-5,-25
color_0207.png,V,534,122,537,205,656,202,769,199,33,-1,36,-2,35,-2,34,-2,-1,-22,-1,-26,-3,-25,-5,-25
color_0208.png,V,533,120,536,202,656,199,769,196,33,-1,36,-2,35,-2,34,-2,-1,-22,-1,-26,-3,-25,-5,-25
color_0209.png,V,533,117,536,200,655,196,769,194,33,-2,36,-2,35,-2,35,-2,-1,-22,-1,-25,-3,-25,-6,-25
color_0210.png,I,532,115,535,197,655,193,769,191,33,-2,36,-2,35,-2,35,-2,-1,-22,-1,-25,-3,-25,-6,-25
color_0211.png,I,531,112,534,195,655,190,768,187,33,-2,36,-2,35,-2,35,-2,-1,-22,-1,-26,-3,-25,-6,-25
color_0212.png,I,530,109,534,192,654,187,768,184,34,-2,36,-2,35,-2,35,-2,-1,-22,-1,-26,-4,-25,-6,-25
color_0213.png,I,529,107,533,190,653,184,768,181,34,-2,36,-2,35,-2,35,-3,-1,-22,-1,-26,-4,-25,-6,-25
